Date,TTF,Brent,EURUSD,Storage_pct
2017-10-23,18.09,57.69,1.1762,88.37
2017-10-24,17.96,57.84,1.1766,88.46
2017-10-25,18.11,58.45,1.1802,88.59
2017-10-26,18.07,58.75,1.17,88.65
2017-10-27,18.15,60.15,1.158,88.72
2017-10-30,18.11,60.65,1.1626,88.95
2017-10-31,18.285,61.35,1.1648,88.87
2017-11-01,18.55,60.98,1.1618,88.83
2017-11-02,18.58,60.79,1.1672,88.71
2017-11-03,18.31,61.42,1.1616,88.65
2017-11-06,19.01,64.27,1.16,88.43
2017-11-07,19.325,64.36,1.1577,88.15
2017-11-08,19.38,63.96,1.1591,87.84
2017-11-09,19.515,64.49,1.1648,87.65
2017-11-10,19.82,64.35,1.1648,87.4
2017-11-13,19.905,62.94,1.1656,86.81
2017-11-14,19.335,60.91,1.1764,86.35
2017-11-15,19.015,61.25,1.1794,85.97
2017-11-16,19.2,61.18,1.1772,85.64
2017-11-17,18.95,61.34,1.1799,85.28
2017-11-20,19.5,61.34,1.1741,84.35
2017-11-21,19.84,62.28,1.1741,84.01
2017-11-22,19.7,62.92,1.1789,83.76
2017-11-24,20.455,63.58,1.1936,83.11
2017-11-27,20.68,63.25,1.1911,82.07
2017-11-28,20.28,63.56,1.1878,81.52
2017-11-29,20.35,63.74,1.1858,80.9
2017-11-30,20.305,63.53,1.1898,80.01
2017-12-01,20.79,64.57,1.191,79.36
2017-12-04,21.375,63.45,1.1848,77.7
2017-12-05,21.405,63.45,1.182,77.15
2017-12-06,21.165,62.25,1.1788,76.62
2017-12-07,21.265,62.37,1.179,76.03
2017-12-08,20.89,63.86,1.1761,75.47
2017-12-11,21.135,65.62,1.1802,73.62
2017-12-12,21.73,64.96,1.1725,72.79
2017-12-13,20.675,63.66,1.1762,72.04
2017-12-14,21.025,63.72,1.1778,71.41
2017-12-15,21.01,63.81,1.1778,70.88
2017-12-18,20.46,64.45,1.1804,69.08
2017-12-19,19.95,63.69,1.1822,68.34
2017-12-20,20.295,64.43,1.1881,67.66
2017-12-21,20,64.64,1.1872,67.1
2017-12-22,19.665,64.61,1.1839,66.6
2017-12-26,19.665,64.61,1.1867,65.78
2017-12-27,19.19,66.03,1.1902,65.42
2017-12-28,19.705,66.8,1.1952,64.95
2017-12-29,19.62,66.73,1.2022,64.51
2018-01-02,19.32,66.65,1.205,63.7
2018-01-03,19.325,67.85,1.203,63.33
2018-01-04,19.2,68.73,1.2064,62.99
2018-01-05,18.915,68.01,1.2039,62.65
2018-01-08,19.05,68.48,1.1973,61.36
2018-01-09,19.435,69.08,1.1922,60.77
2018-01-10,19.325,69.79,1.1958,60.22
2018-01-11,19.32,70.36,1.2035,59.64
2018-01-12,19.805,69.64,1.213,59.08
2018-01-16,18.9,69.4,1.2244,56.84
2018-01-17,18.44,69.19,1.2229,56.15
2018-01-18,18.35,69.48,1.2238,55.47
2018-01-19,18.19,68.56,1.2238,54.78
2018-01-22,18.545,69.32,1.223,53.09
2018-01-23,18.2,69.81,1.2277,52.57
2018-01-24,17.79,69.91,1.239,52.12
2018-01-25,17.78,71.08,1.2488,51.56
2018-01-26,17.78,70.08,1.2422,50.99
2018-01-29,17.395,68.41,1.2352,49.89
2018-01-30,17.41,67.78,1.239,49.36
2018-01-31,17.88,67.78,1.2428,48.83
2018-02-01,18.15,68.6,1.2482,48.27
2018-02-02,18.16,67.45,1.2446,47.68
2018-02-05,17.59,67.69,1.2418,45.79
2018-02-06,17.88,66.75,1.2381,44.91
2018-02-07,18.155,65.74,1.2281,44.02
2018-02-08,17.74,64.26,1.2238,43.16
2018-02-09,17.9,63.04,1.2226,42.38
2018-02-12,17.95,62.2,1.2267,40.65
2018-02-13,18.305,61.94,1.2363,39.92
2018-02-14,18.075,62.29,1.2396,39.25
2018-02-15,17.79,62.86,1.2482,38.61
2018-02-16,18.165,64.3,1.2442,38.02
2018-02-20,19.77,64.68,1.2348,35.68
2018-02-21,19.78,64.81,1.2314,34.94
2018-02-22,19.94,66.12,1.2326,34.16
2018-02-23,20.41,67.04,1.2298,33.39
2018-02-26,18.69,67.96,1.2296,30.99
2018-02-27,19.195,67.59,1.2239,29.97
2018-02-28,17.35,66.08,1.2211,28.89
2018-03-01,17.56,64.23,1.2216,27.92
2018-03-02,17.805,64.26,1.2314,27.01
2018-03-05,17.515,65.78,1.233,25.16
2018-03-06,17.7,65.67,1.2415,24.65
2018-03-07,17.83,65.09,1.2397,23.75
2018-03-08,18.315,63.87,1.2314,23.69
2018-03-09,18.94,65.19,1.2326,23.35
2018-03-12,19.71,64.53,1.2318,22.96
2018-03-13,19.465,64.2,1.2398,22.74
2018-03-14,18.615,63.61,1.2362,22.53
2018-03-15,18.8,63.67,1.2321,22.29
2018-03-16,18.655,64.68,1.228,22.06
2018-03-19,18.7,64.82,1.2329,20.68
2018-03-20,19.175,66,1.2271,20.15
2018-03-21,19.39,68.15,1.2268,19.65
2018-03-22,19.01,68.98,1.231,19.2
2018-03-23,18.445,69.03,1.236,18.84
2018-03-26,17.99,68.81,1.244,18.38
2018-03-27,18.495,68.63,1.241,18.13
2018-03-28,18.37,68.13,1.2351,17.92
2018-03-29,18.225,69.02,1.2297,17.75
2018-04-02,18.225,69.02,1.2288,18.47
2018-04-03,18.04,69.02,1.2261,18.52
2018-04-04,18.185,66.04,1.2292,18.69
2018-04-05,18.13,66.54,1.223,18.7
2018-04-06,18.18,66.51,1.2274,18.8
2018-04-09,18.645,68.19,1.232,18.64
2018-04-10,18.84,70.67,1.2338,18.75
2018-04-11,19.255,72.74,1.2384,18.84
2018-04-12,19.215,71.44,1.232,18.91
2018-04-13,19.57,73.18,1.2322,19.03
2018-04-16,19.35,72.05,1.2373,19.88
2018-04-17,19.015,71.71,1.2345,20.15
2018-04-18,19.31,73.73,1.238,20.52
2018-04-19,19.86,74.85,1.2336,20.89
2018-04-20,19.8,74.62,1.2282,21.28
2018-04-23,19.89,74.54,1.2216,22.69
2018-04-24,19.675,75.86,1.2226,22.99
2018-04-25,19.88,73.79,1.2178,23.33
2018-04-26,20.15,75.39,1.2113,23.66
2018-04-27,20.265,75.33,1.2108,23.97
2018-04-30,20.56,75.92,1.2074,25.07
2018-05-01,20.095,74.85,1.2,25.51
2018-05-02,19.865,73.14,1.1968,25.72
2018-05-03,19.95,73.45,1.197,26.01
2018-05-04,20.42,74.75,1.1946,26.2
2018-05-07,20.42,74.75,1.1927,27.4
2018-05-08,20.6,74.16,1.1863,27.81
2018-05-09,20.845,77.6,1.1852,28.21
2018-05-10,21.005,77.59,1.1896,28.64
2018-05-11,21.265,77.37,1.1951,29.09
2018-05-14,21.625,78.17,1.1976,30.43
2018-05-15,21.54,78.94,1.1864,30.81
2018-05-16,21.67,78.19,1.1788,31.19
2018-05-17,22.3,80.09,1.1798,31.56
2018-05-18,22.055,78.38,1.1775,31.9
2018-05-21,22.375,78.34,1.1768,33.29
2018-05-22,22.905,80.42,1.1783,33.6
2018-05-23,22.715,78.69,1.1693,33.99
2018-05-24,22.695,78.9,1.1729,34.41
2018-05-25,21.805,76.6,1.1666,34.83
2018-05-29,22.655,74.51,1.1551,36.58
2018-05-30,22.985,75.89,1.1664,36.93
2018-05-31,22.58,76.45,1.167,37.26
2018-06-01,21.775,74.54,1.1679,37.57
2018-06-04,21.905,73.41,1.1696,38.85
2018-06-05,21.43,72.91,1.1672,39.14
2018-06-06,21.32,73.23,1.1778,39.46
2018-06-07,21.665,75.23,1.1815,39.78
2018-06-08,21.54,75.11,1.1773,40.13
2018-06-11,21.35,74.58,1.1802,41.44
2018-06-12,21.785,74.86,1.1792,41.78
2018-06-13,22.38,75.07,1.1784,42.18
2018-06-14,22.355,74.77,1.1634,42.61
2018-06-15,21.75,72.02,1.1616,42.95
2018-06-18,22.14,74.87,1.1606,44.26
2018-06-19,21.695,74.92,1.1577,44.6
2018-06-20,21.5,74.25,1.1592,44.92
2018-06-21,21.545,72.87,1.16,45.24
2018-06-22,21.655,73.67,1.163,44.98
2018-06-25,21.545,72.82,1.1694,46.87
2018-06-26,21.495,73.58,1.1675,47.22
2018-06-27,22.035,76.09,1.1588,47.54
2018-06-28,21.96,76.26,1.1582,47.89
2018-06-29,21.875,77.44,1.1677,48.29
2018-07-02,22.24,76.71,1.1604,49.63
2018-07-03,22.26,75.87,1.1653,50.01
2018-07-05,22.465,77.09,1.1697,50.81
2018-07-06,22.355,74.98,1.1738,51.22
2018-07-09,22.73,77.08,1.1744,52.77
2018-07-10,22.73,77.8,1.1728,52.87
2018-07-11,22.58,75.35,1.1722,53.21
2018-07-12,21.97,72.11,1.1692,53.53
2018-07-13,22.265,74.11,1.1667,53.88
2018-07-16,22.02,71.03,1.171,55.26
2018-07-17,21.85,70.87,1.1664,55.55
2018-07-18,22.14,70.52,1.1645,55.84
2018-07-19,22.155,71.94,1.1604,56.12
2018-07-20,21.875,71.99,1.1708,56.43
2018-07-23,22.03,73.45,1.1702,57.63
2018-07-24,22.095,73.53,1.1684,57.93
2018-07-25,22.17,73.67,1.1677,58.24
2018-07-26,22.115,74.51,1.1654,58.55
2018-07-27,21.89,74.84,1.166,58.89
2018-07-30,22.06,74.99,1.1718,60.19
2018-07-31,22.115,74.16,1.1706,60.61
2018-08-01,21.93,72.28,1.1666,61.17
2018-08-02,21.935,72.95,1.1612,61.36
2018-08-03,22.26,72.48,1.1597,61.74
2018-08-06,22.5,72.51,1.1564,63.06
2018-08-07,22.61,72.31,1.1597,63.49
2018-08-08,22.6,70.71,1.1598,63.88
2018-08-09,22.715,70.55,1.1566,64.28
2018-08-10,22.88,71,1.1399,64.74
2018-08-13,23.5,70.62,1.1396,66.14
2018-08-14,23.725,70.77,1.1351,66.56
2018-08-15,23.52,68.38,1.1332,67.03
2018-08-16,23.835,69.21,1.1388,67.47
2018-08-17,24.155,70.14,1.141,67.94
2018-08-20,24.18,71.11,1.1438,69.31
2018-08-21,24.405,71.65,1.1534,69.68
2018-08-22,24.45,72.96,1.1595,70.03
2018-08-23,24.76,73.73,1.1567,70.38
2018-08-24,24.975,74.41,1.1625,70.71
2018-08-27,25.41,74.41,1.1676,72.02
2018-08-28,25.36,75.91,1.172,72.34
2018-08-29,25.87,76.07,1.1699,72.65
2018-08-30,26.13,77.05,1.1646,72.95
2018-08-31,25.835,76.94,1.1596,73.2
2018-09-04,26.71,77.51,1.1566,74.54
2018-09-05,27.02,76.68,1.162,74.81
2018-09-06,27.455,75.67,1.1624,75.07
2018-09-07,27.99,75.55,1.1572,75.34
2018-09-10,29.125,76.77,1.1604,76.4
2018-09-11,28.78,78.22,1.1591,76.68
2018-09-12,27.495,80.02,1.1626,76.94
2018-09-13,26.81,77.66,1.1672,77.1
2018-09-14,26.93,77.87,1.1656,77.5
2018-09-17,28.075,78.22,1.1687,78.66
2018-09-18,27.41,79.25,1.1693,78.99
2018-09-19,28.32,79.43,1.1685,79.31
2018-09-20,28.59,79.03,1.1744,79.59
2018-09-21,28.725,78.9,1.1739,79.91
2018-09-24,29.245,80.89,1.1773,80.74
2018-09-25,29.23,82.21,1.177,80.91
2018-09-26,28.26,81.87,1.1758,81.11
2018-09-27,27.575,81.54,1.167,81.35
2018-09-28,27.33,82.72,1.1622,81.58
2018-10-01,27.445,84.94,1.1567,82.21
2018-10-02,27.255,85.63,1.156,82.36
2018-10-03,27.115,85.45,1.1525,82.52
2018-10-04,27.47,86.07,1.1508,82.65
2018-10-05,27.9,85.12,1.1502,82.84
2018-10-08,27.22,84.22,1.1502,83.55
2018-10-09,26.835,85.16,1.1482,83.69
2018-10-10,26.22,83.82,1.1541,83.88
2018-10-11,25.76,81.35,1.1565,84.13
2018-10-12,26.63,80.71,1.1559,84.44
2018-10-15,26.625,80.91,1.1594,85.45
2018-10-16,26.33,80.53,1.1593,85.67
2018-10-17,25.94,79.91,1.154,85.84
2018-10-18,26.025,80.3,1.1494,85.99
2018-10-19,26.86,80.38,1.1513,86.14
2018-10-22,26.115,80.45,1.1467,86.73
2018-10-23,25.665,78.67,1.148,86.82
2018-10-24,25.26,77.34,1.1389,86.89
2018-10-25,24.865,77.3,1.1374,86.92
2018-10-26,24.28,77.4,1.1388,86.94
2018-10-29,24.58,77.56,1.139,86.83
2018-10-30,23.875,75.68,1.1364,86.87
2018-10-31,24.335,74.84,1.1332,86.76
2018-11-01,23.65,71.25,1.1396,86.7
2018-11-02,24.285,71.11,1.1378,86.83
2018-11-05,23.81,72.68,1.1394,86.85
2018-11-06,23.895,70.64,1.1412,86.89
2018-11-07,24.42,70.1,1.1459,86.84
2018-11-08,24.43,69.29,1.1416,86.71
2018-11-09,24.325,69.01,1.1325,86.7
2018-11-12,25.955,69.81,1.1325,86.81
2018-11-13,26.52,65.45,1.1288,86.72
2018-11-14,26.28,64.88,1.1312,86.62
2018-11-15,26.675,65.61,1.1324,86.46
2018-11-16,25.955,65.29,1.1402,86.23
2018-11-19,24.15,64.14,1.1448,85.38
2018-11-20,24.35,61.5,1.1391,84.87
2018-11-21,24.5,61.65,1.1393,84.34
2018-11-23,24.82,57.69,1.1332,83.36
2018-11-26,24.545,59.7,1.1336,82.31
2018-11-27,25.16,59.58,1.1281,81.93
2018-11-28,24.3,57.97,1.1286,81.64
2018-11-29,24.635,58.29,1.1382,81.2
2018-11-30,24.69,57.71,1.1323,80.84
2018-12-03,25.085,60.17,1.1356,80.23
2018-12-04,24.415,61.22,1.1345,79.89
2018-12-05,23.82,61.4,1.1345,79.5
2018-12-06,23.165,57.83,1.1374,78.78
2018-12-07,23.145,61.71,1.139,78.99
2018-12-10,23.25,60.29,1.1368,78.29
2018-12-11,23.62,59.73,1.1314,77.79
2018-12-12,23.92,59.94,1.1362,77.11
2018-12-13,24.225,59.03,1.1358,76.56
2018-12-14,24.645,58.56,1.13,75.87
2018-12-17,24.68,57.59,1.1339,74.19
2018-12-18,23.73,55.26,1.1364,73.62
2018-12-19,24.21,55.6,1.1422,73.09
2018-12-20,24.605,52.84,1.1432,72.6
2018-12-21,24.9,51.93,1.1402,72.28
2018-12-24,24.245,51.93,1.1402,71.68
2018-12-26,24.245,51.93,1.1408,71.19
2018-12-27,23.32,51.49,1.1412,70.8
2018-12-28,22.81,50.57,1.1445,70.44
2018-12-31,21.98,50.57,1.1456,69.89
2019-01-02,22.475,54.06,1.1357,69.4
2019-01-03,22.255,53.23,1.1399,68.83
2019-01-04,22.93,55.64,1.141,68.28
2019-01-07,21.53,57.1,1.1468,67
2019-01-08,22.09,56.91,1.1444,66.54
2019-01-09,21.72,59.46,1.1524,65.94
2019-01-10,21.675,60.47,1.1517,65.25
2019-01-11,22.255,59.24,1.1479,64.79
2019-01-14,21.675,58.8,1.1479,63.85
2019-01-15,22,58.65,1.1392,63.11
2019-01-16,22.005,59.81,1.1408,62.58
2019-01-17,22.995,59.85,1.1386,62.02
2019-01-18,22.605,62.04,1.1362,61.36
2019-01-22,21.815,60.9,1.1359,58.52
2019-01-23,22.19,61.05,1.139,57.54
2019-01-24,21.28,61.09,1.1322,56.86
2019-01-25,20.89,61.49,1.1407,56.13
2019-01-28,20.55,59.71,1.1438,54.65
2019-01-29,20.585,60.98,1.1424,53.97
2019-01-30,20.18,61.89,1.1418,53.25
2019-01-31,19.85,62.46,1.1454,52.54
2019-02-01,19.3,61.86,1.1474,51.92
2019-02-04,19.355,62.26,1.1438,50.4
2019-02-05,19.14,61.67,1.1406,49.82
2019-02-06,18.915,62.22,1.138,49.14
2019-02-07,18.91,61.01,1.1357,48.85
2019-02-08,18.265,61.37,1.1326,48.45
2019-02-11,18.055,61.3,1.1277,47.4
2019-02-12,17.785,62.58,1.1316,46.95
2019-02-13,18.02,63.27,1.1288,46.49
2019-02-14,17.755,64,1.1284,46.1
2019-02-15,18.1,65.65,1.1268,45.78
2019-02-19,17.705,65.86,1.1328,44.98
2019-02-20,18.145,66.82,1.1328,44.69
2019-02-21,17.52,66.91,1.1338,43.58
2019-02-22,17.23,66.91,1.1342,43.5
2019-02-25,16.945,64.02,1.1345,42.88
2019-02-26,17.045,64.51,1.1374,42.71
2019-02-27,17.615,65.55,1.137,42.53
2019-02-28,17.815,65.03,1.1379,42.34
2019-03-01,17.32,63.71,1.1376,42.22
2019-03-04,17.4,64.44,1.1328,42.22
2019-03-05,17.18,64.24,1.13,42.1
2019-03-06,16.85,64.51,1.132,42.03
2019-03-07,16.87,64.82,1.1214,41.95
2019-03-08,16.73,65.66,1.1243,41.89
2019-03-11,16.625,65.06,1.1226,41.78
2019-03-12,16.21,65.33,1.1276,41.57
2019-03-13,15.725,65.89,1.131,41.38
2019-03-14,15.605,66.18,1.1304,41.22
2019-03-15,15.25,66.11,1.1326,41.17
2019-03-18,14.98,66.65,1.1337,41.06
2019-03-19,15.005,67.13,1.1346,40.85
2019-03-20,15.215,68.35,1.1352,40.69
2019-03-21,14.565,68.3,1.1361,40.61
2019-03-22,14.455,66.29,1.1282,40.65
2019-03-25,14.185,67.37,1.1324,41.05
2019-03-26,14.385,67.51,1.128,41
2019-03-27,14.995,67.35,1.125,40.92
2019-03-28,14.43,66.08,1.1236,40.9
2019-03-29,14.215,67.93,1.1228,41.05
2019-04-01,13.845,69.08,1.121,44
2019-04-02,13.455,69.68,1.1186,43.93
2019-04-03,14.19,69.21,1.1242,44
2019-04-04,14.805,69.8,1.1216,43.88
2019-04-05,16.635,69.93,1.1217,43.92
2019-04-08,15.965,71.12,1.1262,44.62
2019-04-09,16.755,71.02,1.1278,44.75
2019-04-10,15.73,71.63,1.1266,44.82
2019-04-11,15.995,71.3,1.1262,44.85
2019-04-12,15.855,71.57,1.1304,42.86
2019-04-15,15.01,70.9,1.1304,43.14
2019-04-16,14.835,70.74,1.1293,43.33
2019-04-17,15.195,71.14,1.1297,43.58
2019-04-18,14.46,70.71,1.1241,43.95
2019-04-22,14.46,70.71,1.1258,46.11
2019-04-23,14.42,74.39,1.1213,46.56
2019-04-24,14.265,73.59,1.1192,47.02
2019-04-25,14.535,74.94,1.114,47.44
2019-04-26,14.425,71.03,1.1154,47.87
2019-04-29,14.525,71.22,1.1166,48.92
2019-04-30,14.39,72.19,1.1201,49.2
2019-05-01,14.055,72.01,1.1246,49.65
2019-05-02,14.365,70.56,1.1184,50.01
2019-05-03,14.565,71.95,1.1186,50.36
2019-05-06,14.335,71.95,1.1197,51.22
2019-05-07,14.155,70.98,1.1178,51.45
2019-05-08,14.32,71.09,1.1206,51.72
2019-05-09,14.455,70.61,1.1228,51.98
2019-05-10,13.995,71.63,1.1241,52.26
2019-05-13,13.76,72.35,1.1232,53.24
2019-05-14,13.785,72.53,1.1207,53.49
2019-05-15,13.855,73.09,1.1208,53.69
2019-05-16,13.385,74.7,1.1178,53.93
2019-05-17,12.855,73.94,1.1166,54.23
2019-05-20,12.905,73.21,1.117,55.48
2019-05-21,12.705,72.94,1.1158,55.86
2019-05-22,12.65,71.94,1.1156,56.25
2019-05-23,12.595,68.37,1.1172,56.66
2019-05-24,12.25,67.98,1.1197,57.11
2019-05-28,12.52,70.19,1.1177,58.92
2019-05-29,12.225,70.64,1.1136,59.31
2019-05-30,11.475,69.55,1.114,59.77
2019-05-31,11.205,66.78,1.1149,60.27
2019-06-03,11.1,63.16,1.1206,61.71
2019-06-04,11.91,63.56,1.1236,62.18
2019-06-05,11.6,62.14,1.1242,62.58
2019-06-06,11.105,62.77,1.1294,63.01
2019-06-07,11.52,64.1,1.1324,63.45
2019-06-10,11.805,64.31,1.1311,64.86
2019-06-11,11.2,63.56,1.1316,65.24
2019-06-12,11.14,61.66,1.131,65.63
2019-06-13,11.395,63.28,1.1275,66.03
2019-06-14,11.32,63.13,1.1217,66.42
2019-06-17,11.57,62.56,1.1235,67.8
2019-06-18,11.035,63.35,1.1196,68.17
2019-06-19,10.485,62.85,1.1214,68.52
2019-06-20,10.15,65.44,1.1284,68.91
2019-06-21,10.355,65.99,1.1328,69.3
2019-06-24,10.2,65.16,1.1393,70.68
2019-06-25,9.845,66.24,1.1386,71.07
2019-06-26,9.62,66.85,1.139,71.47
2019-06-27,9.375,66.78,1.1372,71.85
2019-06-28,10.115,67.52,1.1374,72.23
2019-07-01,10.365,65.1,1.1307,73.39
2019-07-02,10.225,62.72,1.1301,73.68
2019-07-03,10.295,63.53,1.1275,73.99
2019-07-05,11.215,64.23,1.1216,74.62
2019-07-08,11.88,64.89,1.1208,75.8
2019-07-09,11.76,64.3,1.121,76.03
2019-07-10,12.135,66.41,1.126,76.31
2019-07-11,13.13,67.64,1.1261,76.61
2019-07-12,13.28,66.65,1.1254,76.96
2019-07-15,12.895,66.86,1.126,78.13
2019-07-16,11.415,65.87,1.1212,78.37
2019-07-17,10.99,63.67,1.1232,78.6
2019-07-18,10.735,60.7,1.1228,78.85
2019-07-19,10.815,61.04,1.122,79.1
2019-07-22,10.16,61.96,1.1214,80.13
2019-07-23,10.75,62.28,1.1156,80.42
2019-07-24,10.075,63.83,1.1141,80.69
2019-07-25,10.025,63.47,1.1156,80.96
2019-07-26,9.965,62.46,1.1121,81.36
2019-07-29,9.81,62.29,1.1142,82.05
2019-07-30,9.79,62.55,1.1148,82.35
2019-07-31,11,64.07,1.113,82.7
2019-08-01,12.36,62.9,1.1062,82.88
2019-08-02,12.015,61.12,1.1112,83.17
2019-08-05,11.465,59.32,1.1197,84.09
2019-08-06,10.95,58.63,1.1196,84.39
2019-08-07,11.41,55.03,1.1236,84.71
2019-08-08,12.075,56.29,1.121,85.38
2019-08-09,12.025,57.37,1.1222,85.76
2019-08-12,11.42,57.13,1.1212,86.83
2019-08-13,11.86,59.9,1.1182,87.1
2019-08-14,11.18,57.86,1.1144,87.39
2019-08-15,11.225,57.37,1.1106,87.74
2019-08-16,10.955,59,1.1091,88.07
2019-08-19,10.785,59.79,1.1096,89.27
2019-08-20,11.215,59.03,1.1092,89.56
2019-08-21,11.415,60.6,1.1098,89.86
2019-08-22,10.99,59.81,1.1089,90.15
2019-08-23,10.585,58.64,1.1148,90.24
2019-08-26,10.315,58.64,1.1112,90.93
2019-08-27,10.07,58.44,1.1094,91.09
2019-08-28,10.235,60.42,1.1084,91.25
2019-08-29,10.715,60.59,1.1059,91.42
2019-08-30,12.795,61.04,1.0989,91.63
2019-09-03,12.1,57.93,1.0968,92.79
2019-09-04,11.96,60.68,1.1025,92.98
2019-09-05,12.235,62.7,1.1038,93.15
2019-09-06,12.35,61.28,1.1042,93.28
2019-09-09,12.235,63.99,1.1056,93.68
2019-09-10,14.405,64.67,1.1042,93.81
2019-09-11,14.355,63.02,1.1001,93.96
2019-09-12,14.465,60.76,1.1074,94.14
2019-09-13,14.71,61.25,1.1074,94.3
2019-09-16,15.335,68.42,1.1006,94.97
2019-09-17,13.44,65.59,1.1063,95.11
2019-09-18,12.435,64.29,1.1061,95.2
2019-09-19,12.255,64.25,1.1046,95.24
2019-09-20,12.71,65.23,1.1004,95.33
2019-09-23,12.245,64.66,1.0991,95.85
2019-09-24,12.34,64.13,1.0999,95.97
2019-09-25,11.95,62.41,1.0949,96.02
2019-09-26,12.045,62.08,1.0938,96.12
2019-09-27,11.94,62.48,1.0942,96.26
2019-09-30,16.39,60.99,1.0905,96.68
2019-10-01,16.76,60.06,1.0932,96.92
2019-10-02,16.005,57.92,1.0951,97.04
2019-10-03,16.01,58.01,1.0991,97.05
2019-10-04,15.77,59.13,1.0974,97.05
2019-10-07,15.505,59.46,1.0984,97.27
2019-10-08,15.64,58.14,1.0949,97.27
2019-10-09,15.575,59.7,1.0978,97.28
2019-10-10,15.85,59.08,1.1018,97
2019-10-11,16.135,60.59,1.1039,97.05
2019-10-14,16.04,58.81,1.1039,97.41
2019-10-15,16.065,59.19,1.1036,97.46
2019-10-16,16.075,59.3,1.1075,97.44
2019-10-17,16.025,59.35,1.1129,97.47
2019-10-18,15.965,59.96,1.1155,97.47
2019-10-21,15.61,58.95,1.1145,97.56
2019-10-22,15.595,60.5,1.1138,97.56
2019-10-23,15.415,60.52,1.1118,97.5
2019-10-24,15.655,61.71,1.1098,97.54
2019-10-25,15.235,62.06,1.1081,97.59
2019-10-28,14.39,60.39,1.1094,97.84
2019-10-29,13.835,61.05,1.1117,97.73
2019-10-30,13.78,60.22,1.1123,97.63
2019-10-31,16.135,59.3,1.1155,97.27
2019-11-01,16.175,60.17,1.1169,97.32
2019-11-04,16.48,62.52,1.1144,97.62
2019-11-05,16.79,62.72,1.107,97.6
2019-11-06,16.28,62.11,1.1076,97.57
2019-11-07,16.12,62.6,1.1045,97.55
2019-11-08,15.94,62,1.1019,97.48
2019-11-11,15.845,62.58,1.1019,97.33
2019-11-12,15.545,62.19,1.1017,97.16
2019-11-13,15.45,62.27,1.1004,96.97
2019-11-14,15.67,62.46,1.1016,96.76
2019-11-15,15.715,63.32,1.1046,96.62
2019-11-18,15.23,62.82,1.1079,96.16
2019-11-19,15.29,62.37,1.1075,95.84
2019-11-20,15.59,63.8,1.1063,95.41
2019-11-21,15.625,64.99,1.1067,95.06
2019-11-22,16.05,64.83,1.1029,94.84
2019-11-25,16.235,64.67,1.1009,94.68
2019-11-26,15.85,64.82,1.1012,94.61
2019-11-27,15.98,65.03,1.1002,94.56
2019-11-29,16.33,64.5,1.1019,94.48
2019-12-02,15.81,63.2,1.1075,93.91
2019-12-03,15.77,62.95,1.1089,93.59
2019-12-04,15.88,65.25,1.1076,93.23
2019-12-05,15.415,65.67,1.1104,92.83
2019-12-06,15.14,66.5,1.1052,92.56
2019-12-09,14.89,66.44,1.1067,92.15
2019-12-10,14.53,66.57,1.109,91.8
2019-12-11,14.045,65.37,1.1092,91.38
2019-12-12,14.77,66.67,1.1115,90.94
2019-12-13,13.805,67.44,1.1128,90.6
2019-12-16,13.89,68.04,1.1139,90.09
2019-12-17,14.46,68.99,1.1148,89.87
2019-12-18,14.95,69.12,1.1113,89.64
2019-12-19,15.005,69.7,1.1128,89.57
2019-12-20,14.235,68.66,1.1076,89.52
2019-12-23,13.025,67.49,1.1091,89.57
2019-12-24,12.605,69.26,1.1084,89.58
2019-12-26,12.605,69.26,1.1102,89.54
2019-12-27,12.765,68.91,1.1174,89.39
2019-12-30,12.295,68.3,1.1217,88.68
2019-12-31,12.05,67.77,1.1227,88.4
2020-01-02,12.075,67.05,1.1166,87.59
